dictionary
"[id, longitude, latitude, time, NDSI_Snow_Cover, NDSI_Snow_Cover_Basic_QA, NDSI_Snow_Cover_Algorithm_Flags_QA, NDSI, Snow_Albedo_Daily_Tile, orbit_pnt, granule_pnt, NDSI_Snow_Cover_Class, Snow_Albedo_Daily_Tile_Class]"
"[2003_12_04, 161.93255890359526, -77.38761593868648, 1070496000000, 55, 0, 0, 5123, 48, 10, 18, 250, 150]"
"[2003_12_05, 161.93255890359526, -77.38761593868648, 1070582400000, null, 0, 0, 3098, null, 11, 19, 250, 150]"
"[2003_12_06, 161.93255890359526, -77.38761593868648, 1070668800000, 78, 1, 0, 7859, 42, 9, 16, null, null]"
"[2003_12_07, 161.93255890359526, -77.38761593868648, 1070755200000, 86, 1, 0, 8633, 42, 11, 18, null, null]"
"[2003_12_08, 161.93255890359526, -77.38761593868648, 1070841600000, 79, 1, 0, 7898, 40, 9, 17, null, null]"
"[2003_12_09, 161.93255890359526, -77.38761593868648, 1070928000000, null, 0, 0, 3629, null, 10, 16, 250, 150]"
"[2003_12_10, 161.93255890359526, -77.38761593868648, 1071014400000, 83, 1, 0, 8309, 39, 9, 16, null, null]"
"[2003_12_11, 161.93255890359526, -77.38761593868648, 1071100800000, 83, 1, 0, 8389, 36, 10, 18, null, null]"
"[2003_12_12, 161.93255890359526, -77.38761593868648, 1071187200000, 73, 0, 0, 6669, 23, 11, 19, 250, 150]"
"[2003_12_13, 161.93255890359526, -77.38761593868648, 1071273600000, 81, 1, 0, 8159, 35, 7, 10, null, null]"
"[2003_12_14, 161.93255890359526, -77.38761593868648, 1071360000000, 40, 0, 0, 3934, 53, 11, 17, 250, 150]"
"[2003_12_15, 161.93255890359526, -77.38761593868648, 1071446400000, 80, 1, 0, 6033, 38, 9, 15, 250, 150]"
"[2003_12_16, 161.93255890359526, -77.38761593868648, 1071532800000, null, 2, 130, 8345, null, 4, 6, 201, 101]"
"[2003_12_24, 161.93255890359526, -77.38761593868648, 1072224000000, 80, 1, 0, 8058, 35, 0, 0, null, null]"
"[2003_12_25, 161.93255890359526, -77.38761593868648, 1072310400000, 68, 0, 0, 7137, 35, 10, 16, 250, 150]"
"[2003_12_26, 161.93255890359526, -77.38761593868648, 1072396800000, 72, 1, 0, 7223, 32, 8, 14, null, null]"
"[2003_12_27, 161.93255890359526, -77.38761593868648, 1072483200000, null, 0, 0, 4065, null, 10, 18, 250, 150]"
"[2003_12_28, 161.93255890359526, -77.38761593868648, 1072569600000, null, 0, 0, 1851, null, 11, 18, 250, 150]"
"[2003_12_29, 161.93255890359526, -77.38761593868648, 1072656000000, 79, 1, 0, 7918, 29, 9, 14, null, null]"
"[2003_12_30, 161.93255890359526, -77.38761593868648, 1072742400000, 58, 0, 0, 6535, 29, 11, 17, 250, 150]"
"[2003_12_31, 161.93255890359526, -77.38761593868648, 1072828800000, null, 0, 0, 2997, null, 9, 15, 250, 150]"
"[2004_01_01, 161.93255890359526, -77.38761593868648, 1072915200000, null, 0, 0, 2536, null, 10, 15, 250, 150]"
"[2004_01_02, 161.93255890359526, -77.38761593868648, 1073001600000, 64, 0, 0, 6505, 31, 9, 13, 250, 150]"
"[2004_01_03, 161.93255890359526, -77.38761593868648, 1073088000000, null, 0, 0, 4591, null, 10, 15, 250, 150]"
"[2004_01_04, 161.93255890359526, -77.38761593868648, 1073174400000, null, 0, 0, 5739, null, 10, 17, 250, 150]"
"[2004_01_05, 161.93255890359526, -77.38761593868648, 1073260800000, 74, 1, 2, 7960, 27, 10, 18, 201, 101]"
"[2004_01_06, 161.93255890359526, -77.38761593868648, 1073347200000, 80, 1, 0, 8024, 26, 11, 19, null, null]"
"[2004_01_07, 161.93255890359526, -77.38761593868648, 1073433600000, 80, 1, 2, 8312, 15, 9, 16, 201, 101]"
"[2004_01_08, 161.93255890359526, -77.38761593868648, 1073520000000, 73, 1, 2, 8174, 22, 11, 18, 201, 101]"
"[2004_01_09, 161.93255890359526, -77.38761593868648, 1073606400000, 73, 1, 2, 7596, 25, 9, 17, 201, 101]"
"[2004_01_10, 161.93255890359526, -77.38761593868648, 1073692800000, null, 0, 0, 4242, null, 10, 15, 250, 150]"
"[2004_01_11, 161.93255890359526, -77.38761593868648, 1073779200000, 74, 1, 0, 7413, 27, 9, 16, null, null]"
"[2004_01_12, 161.93255890359526, -77.38761593868648, 1073865600000, 72, 0, 0, 7189, 29, 10, 18, 250, 150]"
"[2004_01_13, 161.93255890359526, -77.38761593868648, 1073952000000, null, 0, 0, 1337, null, 11, 20, 250, 150]"
"[2004_01_14, 161.93255890359526, -77.38761593868648, 1074038400000, 55, 0, 0, 5568, 33, 9, 15, 250, 150]"
"[2004_01_15, 161.93255890359526, -77.38761593868648, 1074124800000, 84, 1, 0, 8481, 27, 11, 17, null, null]"
"[2004_01_16, 161.93255890359526, -77.38761593868648, 1074211200000, 86, 1, 0, 8617, 29, 9, 16, null, null]"
"[2004_01_17, 161.93255890359526, -77.38761593868648, 1074297600000, 88, 1, 0, 8808, 29, 10, 15, null, null]"
"[2004_01_18, 161.93255890359526, -77.38761593868648, 1074384000000, 79, 1, 0, 7968, 29, 9, 13, null, null]"
"[2004_01_19, 161.93255890359526, -77.38761593868648, 1074470400000, 82, 1, 0, 7243, 27, 10, 16, 250, 150]"
"[2004_01_20, 161.93255890359526, -77.38761593868648, 1074556800000, null, 0, 0, 1819, null, 10, 17, 250, 150]"
"[2004_01_21, 161.93255890359526, -77.38761593868648, 1074643200000, 86, 1, 0, 8601, 26, 10, 17, null, null]"
"[2004_01_22, 161.93255890359526, -77.38761593868648, 1074729600000, 84, 1, 0, 8481, 28, 11, 19, null, null]"
"[2004_01_23, 161.93255890359526, -77.38761593868648, 1074816000000, 85, 1, 0, 8570, 23, 9, 14, null, null]"
"[2004_01_24, 161.93255890359526, -77.38761593868648, 1074902400000, 45, 0, 0, 4510, 41, 11, 18, null, null]"
"[2004_01_25, 161.93255890359526, -77.38761593868648, 1074988800000, 54, 0, 0, 5404, 37, 9, 16, null, null]"
"[2004_01_26, 161.93255890359526, -77.38761593868648, 1075075200000, null, 0, 0, 28, null, 10, 17, 250, 150]"
"[2004_01_27, 161.93255890359526, -77.38761593868648, 1075161600000, 77, 1, 0, 7716, 29, 9, 15, null, null]"
"[2004_01_28, 161.93255890359526, -77.38761593868648, 1075248000000, 89, 1, 0, 8918, 29, 9, 12, null, null]"
"[2004_01_29, 161.93255890359526, -77.38761593868648, 1075334400000, 85, 1, 0, 8585, 29, 11, 19, null, null]"
"[2004_01_30, 161.93255890359526, -77.38761593868648, 1075420800000, 87, 1, 0, 8718, 15, 9, 14, null, null]"
"[2004_01_31, 161.93255890359526, -77.38761593868648, 1075507200000, 88, 1, 0, 8791, 30, 11, 17, null, null]"
"[2004_02_01, 161.93255890359526, -77.38761593868648, 1075593600000, 80, 1, 0, 7978, 29, 9, 14, null, null]"
"[2004_02_02, 161.93255890359526, -77.38761593868648, 1075680000000, 82, 1, 0, 8204, 33, 10, 16, null, null]"
"[2004_02_03, 161.93255890359526, -77.38761593868648, 1075766400000, 80, 2, 128, 8030, 31, 9, 14, null, null]"
"[2004_02_04, 161.93255890359526, -77.38761593868648, 1075852800000, 86, 1, 0, 8655, 31, 10, 15, null, null]"
"[2004_02_05, 161.93255890359526, -77.38761593868648, 1075939200000, 72, 1, 0, 7281, 30, 10, 15, null, null]"
"[2004_02_06, 161.93255890359526, -77.38761593868648, 1076025600000, 41, 0, 0, 4091, 65, 10, 15, null, null]"
"[2004_02_07, 161.93255890359526, -77.38761593868648, 1076112000000, null, 0, 0, 1663, null, 11, 16, 250, 150]"
"[2004_02_08, 161.93255890359526, -77.38761593868648, 1076198400000, null, 2, 130, 7928, null, 9, 13, 201, 101]"
"[2004_02_09, 161.93255890359526, -77.38761593868648, 1076284800000, null, 0, 0, 533, null, 11, 17, 250, 150]"
"[2004_02_10, 161.93255890359526, -77.38761593868648, 1076371200000, null, 2, 128, 330, null, 9, 14, 250, 150]"
"[2004_02_11, 161.93255890359526, -77.38761593868648, 1076457600000, null, 2, 128, 78, null, 10, 15, 250, 150]"
"[2004_02_12, 161.93255890359526, -77.38761593868648, 1076544000000, 78, 2, 128, 7881, 33, 9, 14, null, null]"
"[2004_02_13, 161.93255890359526, -77.38761593868648, 1076630400000, 83, 2, 128, 8331, 33, 10, 15, null, null]"
"[2004_02_14, 161.93255890359526, -77.38761593868648, 1076716800000, 87, 2, 128, 8756, 32, 11, 16, null, null]"
"[2004_02_15, 161.93255890359526, -77.38761593868648, 1076803200000, null, 2, 128, 281, null, 9, 12, 250, 150]"
"[2004_02_16, 161.93255890359526, -77.38761593868648, 1076889600000, 84, 2, 128, 8415, 33, 11, 16, null, null]"
"[2004_02_17, 161.93255890359526, -77.38761593868648, 1076976000000, 78, 2, 128, 7823, 33, 8, 11, null, null]"
"[2004_02_18, 161.93255890359526, -77.38761593868648, 1077062400000, null, null, null, null, null, null, null, null, null]"
"[2004_02_19, 161.93255890359526, -77.38761593868648, 1077148800000, 47, 2, 128, 4754, 41, 2, 3, null, null]"
"[2004_02_20, 161.93255890359526, -77.38761593868648, 1077235200000, 80, 2, 128, 8049, 33, 8, 11, null, null]"
"[2004_02_21, 161.93255890359526, -77.38761593868648, 1077321600000, 51, 2, 128, 3402, 34, 7, 9, 250, 150]"
"[2004_02_22, 161.93255890359526, -77.38761593868648, 1077408000000, null, 2, 128, 1379, null, 7, 9, 250, 150]"
"[2004_02_23, 161.93255890359526, -77.38761593868648, 1077494400000, 18, 2, 144, 1814, 76, 9, 13, null, null]"
"[2004_02_24, 161.93255890359526, -77.38761593868648, 1077580800000, null, 2, 128, 1756, null, 7, 10, 250, 150]"
"[2004_02_25, 161.93255890359526, -77.38761593868648, 1077667200000, 60, 2, 128, 6105, 100, 7, 9, null, null]"
"[2004_02_26, 161.93255890359526, -77.38761593868648, 1077753600000, null, 2, 128, 5598, null, 6, 8, 250, 150]"
"[2004_02_27, 161.93255890359526, -77.38761593868648, 1077840000000, 71, 2, 128, 7118, 100, 7, 11, null, null]"
"[2004_02_28, 161.93255890359526, -77.38761593868648, 1077926400000, null, 2, 128, 4839, null, 6, 9, 250, 150]"
"[2004_02_29, 161.93255890359526, -77.38761593868648, 1078012800000, 75, 2, 128, 7478, 81, 6, 9, null, null]"
"[2004_03_01, 161.93255890359526, -77.38761593868648, 1078099200000, 60, 2, 128, 6004, 80, 8, 11, null, null]"
"[2004_03_02, 161.93255890359526, -77.38761593868648, 1078185600000, null, 2, 128, 2239, null, 6, 9, 250, 150]"
"[2004_03_03, 161.93255890359526, -77.38761593868648, 1078272000000, 75, 2, 128, 7550, 90, 7, 10, null, null]"
"[2004_03_04, 161.93255890359526, -77.38761593868648, 1078358400000, 76, 2, 128, 7663, 93, 6, 9, null, null]"
"[2004_03_05, 161.93255890359526, -77.38761593868648, 1078444800000, 62, 2, 128, 6266, 94, 6, 9, null, null]"
"[2004_03_06, 161.93255890359526, -77.38761593868648, 1078531200000, 54, 2, 128, 5407, 73, 5, 7, null, null]"
"[2004_03_07, 161.93255890359526, -77.38761593868648, 1078617600000, null, 2, 128, 2788, null, 6, 7, 250, 150]"
"[2004_03_08, 161.93255890359526, -77.38761593868648, 1078704000000, 60, 2, 128, 6044, 84, 6, 9, null, null]"
"[2004_03_09, 161.93255890359526, -77.38761593868648, 1078790400000, 68, 2, 128, 6780, 93, 5, 7, null, null]"
"[2004_03_10, 161.93255890359526, -77.38761593868648, 1078876800000, 69, 2, 128, 7002, 85, 7, 9, null, null]"
"[2004_03_11, 161.93255890359526, -77.38761593868648, 1078963200000, 71, 2, 128, 7191, 93, 5, 6, null, null]"
"[2004_03_12, 161.93255890359526, -77.38761593868648, 1079049600000, 72, 2, 128, 7295, 84, 6, 8, null, null]"
"[2004_03_13, 161.93255890359526, -77.38761593868648, 1079136000000, 61, 2, 128, 6160, 100, 5, 7, null, null]"
"[2004_03_14, 161.93255890359526, -77.38761593868648, 1079222400000, 75, 2, 128, 7553, 90, 5, 7, null, null]"
"[2004_03_15, 161.93255890359526, -77.38761593868648, 1079308800000, 74, 2, 128, 7430, 79, 6, 8, null, null]"
"[2004_03_16, 161.93255890359526, -77.38761593868648, 1079395200000, 33, 2, 144, 3346, 100, 5, 7, null, null]"
"[2004_03_17, 161.93255890359526, -77.38761593868648, 1079481600000, 60, 2, 128, 5982, 84, 6, 8, null, null]"
"[2004_03_18, 161.93255890359526, -77.38761593868648, 1079568000000, 65, 2, 128, 6574, 93, 5, 7, null, null]"
"[2004_03_19, 161.93255890359526, -77.38761593868648, 1079654400000, 68, 2, 128, 6843, 88, 6, 8, null, null]"
"[2004_03_20, 161.93255890359526, -77.38761593868648, 1079740800000, 74, 2, 128, 7464, 61, 5, 7, null, null]"
"[2004_03_21, 161.93255890359526, -77.38761593868648, 1079827200000, 38, 2, 128, 3804, 96, 5, 6, null, null]"
"[2004_03_22, 161.93255890359526, -77.38761593868648, 1079913600000, 26, 2, 144, 2670, 85, 5, 7, null, null]"
"[2004_03_23, 161.93255890359526, -77.38761593868648, 1080000000000, 50, 2, 128, 5060, 74, 5, 7, null, null]"
"[2004_03_24, 161.93255890359526, -77.38761593868648, 1080086400000, 20, 2, 144, 2520, 100, 5, 6, null, 125]"
"[2004_03_25, 161.93255890359526, -77.38761593868648, 1080172800000, 41, 2, 128, 4130, 96, 5, 6, null, null]"
"[2004_03_26, 161.93255890359526, -77.38761593868648, 1080259200000, 86, 2, 128, 8569, 35, 6, 8, null, null]"
"[2004_03_27, 161.93255890359526, -77.38761593868648, 1080345600000, 88, 2, 128, 8857, 25, 5, 6, null, null]"
"[2004_03_28, 161.93255890359526, -77.38761593868648, 1080432000000, 23, 2, 144, 2370, 99, 6, 8, null, null]"
"[2004_03_29, 161.93255890359526, -77.38761593868648, 1080518400000, null, 2, 128, 1425, null, 6, 8, 250, 150]"
"[2004_03_30, 161.93255890359526, -77.38761593868648, 1080604800000, 89, 2, 128, 8993, 43, 5, 7, null, null]"
"[2004_03_31, 161.93255890359526, -77.38761593868648, 1080691200000, 88, 2, 128, 8892, 35, 5, 6, null, null]"
"[2004_04_01, 161.93255890359526, -77.38761593868648, 1080777600000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2004_04_02, 161.93255890359526, -77.38761593868648, 1080864000000, 78, 2, 128, 7896, 41, 6, 9, null, null]"
"[2004_04_03, 161.93255890359526, -77.38761593868648, 1080950400000, null, 211, 211, null, null, 4, 6, 211, 111]"
"[2004_04_04, 161.93255890359526, -77.38761593868648, 1081036800000, 7, 2, 144, 1628, 72, 0, 0, 250, 125]"
"[2004_04_05, 161.93255890359526, -77.38761593868648, 1081123200000, 89, 2, 128, 8931, 23, 5, 6, null, null]"
"[2004_04_06, 161.93255890359526, -77.38761593868648, 1081209600000, null, 211, 211, null, null, 4, 4, 211, 111]"
"[2004_04_07, 161.93255890359526, -77.38761593868648, 1081296000000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2004_04_08, 161.93255890359526, -77.38761593868648, 1081382400000, null, 211, 211, null, null, 4, 5, 211, 111]"
"[2004_04_09, 161.93255890359526, -77.38761593868648, 1081468800000, null, 211, 211, null, null, 0, 1, 211, 111]"
"[2004_04_10, 161.93255890359526, -77.38761593868648, 1081555200000, null, 211, 211, null, null, 3, 4, 211, 111]"
"[2004_04_11, 161.93255890359526, -77.38761593868648, 1081641600000, null, 211, 211, null, null, 0, 0, 211, 111]"
"[2004_04_12, 161.93255890359526, -77.38761593868648, 1081728000000, null, null, null, null, null, null, null, null, null]"
"[2004_04_13, 161.93255890359526, -77.38761593868648, 1081814400000, null, 211, 211, null, null, 0, 0, 211, 111]"
"[2004_04_14, 161.93255890359526, -77.38761593868648, 1081900800000, null, null, null, null, null, null, null, null, null]"
"[2004_04_15, 161.93255890359526, -77.38761593868648, 1081987200000, null, null, null, null, null, null, null, null, null]"
"[2004_04_16, 161.93255890359526, -77.38761593868648, 1082073600000, null, null, null, null, null, null, null, null, null]"
"[2004_04_17, 161.93255890359526, -77.38761593868648, 1082160000000, null, null, null, null, null, null, null, null, null]"
"[2004_04_18, 161.93255890359526, -77.38761593868648, 1082246400000, null, null, null, null, null, null, null, null, null]"
"[2004_04_19, 161.93255890359526, -77.38761593868648, 1082332800000, null, null, null, null, null, null, null, null, null]"
"[2004_04_20, 161.93255890359526, -77.38761593868648, 1082419200000, null, null, null, null, null, null, null, null, null]"
"[2004_04_21, 161.93255890359526, -77.38761593868648, 1082505600000, null, null, null, null, null, null, null, null, null]"
"[2004_04_22, 161.93255890359526, -77.38761593868648, 1082592000000, null, null, null, null, null, null, null, null, null]"
"[2004_04_23, 161.93255890359526, -77.38761593868648, 1082678400000, null, null, null, null, null, null, null, null, null]"
"[2004_04_24, 161.93255890359526, -77.38761593868648, 1082764800000, null, null, null, null, null, null, null, null, null]"
"[2004_04_25, 161.93255890359526, -77.38761593868648, 1082851200000, null, null, null, null, null, null, null, null, null]"
"[2004_04_26, 161.93255890359526, -77.38761593868648, 1082937600000, null, null, null, null, null, null, null, null, null]"
"[2004_04_27, 161.93255890359526, -77.38761593868648, 1083024000000, null, null, null, null, null, null, null, null, null]"
"[2004_04_28, 161.93255890359526, -77.38761593868648, 1083110400000, null, null, null, null, null, null, null, null, null]"
"[2004_04_29, 161.93255890359526, -77.38761593868648, 1083196800000, null, null, null, null, null, null, null, null, null]"
"[2004_04_30, 161.93255890359526, -77.38761593868648, 1083283200000, null, null, null, null, null, null, null, null, null]"
"[2004_05_01, 161.93255890359526, -77.38761593868648, 1083369600000, null, null, null, null, null, null, null, null, null]"
"[2004_05_02, 161.93255890359526, -77.38761593868648, 1083456000000, null, null, null, null, null, null, null, null, null]"
"[2004_05_03, 161.93255890359526, -77.38761593868648, 1083542400000, null, null, null, null, null, null, null, null, null]"
"[2004_05_04, 161.93255890359526, -77.38761593868648, 1083628800000, null, null, null, null, null, null, null, null, null]"
"[2004_05_05, 161.93255890359526, -77.38761593868648, 1083715200000, null, null, null, null, null, null, null, null, null]"
"[2004_05_06, 161.93255890359526, -77.38761593868648, 1083801600000, null, null, null, null, null, null, null, null, null]"
"[2004_05_07, 161.93255890359526, -77.38761593868648, 1083888000000, null, null, null, null, null, null, null, null, null]"
"[2004_05_08, 161.93255890359526, -77.38761593868648, 1083974400000, null, null, null, null, null, null, null, null, null]"
"[2004_05_09, 161.93255890359526, -77.38761593868648, 1084060800000, null, null, null, null, null, null, null, null, null]"
"[2004_05_10, 161.93255890359526, -77.38761593868648, 1084147200000, null, null, null, null, null, null, null, null, null]"
"[2004_05_11, 161.93255890359526, -77.38761593868648, 1084233600000, null, null, null, null, null, null, null, null, null]"
"[2004_05_12, 161.93255890359526, -77.38761593868648, 1084320000000, null, null, null, null, null, null, null, null, null]"
"[2004_05_13, 161.93255890359526, -77.38761593868648, 1084406400000, null, null, null, null, null, null, null, null, null]"
"[2004_05_14, 161.93255890359526, -77.38761593868648, 1084492800000, null, null, null, null, null, null, null, null, null]"
"[2004_05_15, 161.93255890359526, -77.38761593868648, 1084579200000, null, null, null, null, null, null, null, null, null]"
"[2004_05_16, 161.93255890359526, -77.38761593868648, 1084665600000, null, null, null, null, null, null, null, null, null]"
"[2004_05_17, 161.93255890359526, -77.38761593868648, 1084752000000, null, null, null, null, null, null, null, null, null]"
"[2004_05_18, 161.93255890359526, -77.38761593868648, 1084838400000, null, null, null, null, null, null, null, null, null]"
"[2004_05_19, 161.93255890359526, -77.38761593868648, 1084924800000, null, null, null, null, null, null, null, null, null]"
"[2004_05_20, 161.93255890359526, -77.38761593868648, 1085011200000, null, null, null, null, null, null, null, null, null]"
"[2004_05_21, 161.93255890359526, -77.38761593868648, 1085097600000, null, null, null, null, null, null, null, null, null]"
"[2004_05_22, 161.93255890359526, -77.38761593868648, 1085184000000, null, null, null, null, null, null, null, null, null]"
"[2004_05_23, 161.93255890359526, -77.38761593868648, 1085270400000, null, null, null, null, null, null, null, null, null]"
"[2004_05_24, 161.93255890359526, -77.38761593868648, 1085356800000, null, null, null, null, null, null, null, null, null]"
"[2004_05_25, 161.93255890359526, -77.38761593868648, 1085443200000, null, null, null, null, null, null, null, null, null]"
"[2004_05_26, 161.93255890359526, -77.38761593868648, 1085529600000, null, null, null, null, null, null, null, null, null]"
"[2004_05_27, 161.93255890359526, -77.38761593868648, 1085616000000, null, null, null, null, null, null, null, null, null]"
"[2004_05_28, 161.93255890359526, -77.38761593868648, 1085702400000, null, null, null, null, null, null, null, null, null]"
"[2004_05_29, 161.93255890359526, -77.38761593868648, 1085788800000, null, null, null, null, null, null, null, null, null]"
"[2004_05_30, 161.93255890359526, -77.38761593868648, 1085875200000, null, null, null, null, null, null, null, null, null]"
"[2004_05_31, 161.93255890359526, -77.38761593868648, 1085961600000, null, null, null, null, null, null, null, null, null]"
"[2004_06_01, 161.93255890359526, -77.38761593868648, 1086048000000, null, null, null, null, null, null, null, null, null]"
"[2004_06_02, 161.93255890359526, -77.38761593868648, 1086134400000, null, null, null, null, null, null, null, null, null]"
"[2004_06_03, 161.93255890359526, -77.38761593868648, 1086220800000, null, null, null, null, null, null, null, null, null]"
"[2004_06_04, 161.93255890359526, -77.38761593868648, 1086307200000, null, null, null, null, null, null, null, null, null]"
"[2004_06_05, 161.93255890359526, -77.38761593868648, 1086393600000, null, null, null, null, null, null, null, null, null]"
"[2004_06_06, 161.93255890359526, -77.38761593868648, 1086480000000, null, null, null, null, null, null, null, null, null]"
"[2004_06_07, 161.93255890359526, -77.38761593868648, 1086566400000, null, null, null, null, null, null, null, null, null]"
"[2004_06_08, 161.93255890359526, -77.38761593868648, 1086652800000, null, null, null, null, null, null, null, null, null]"
"[2004_06_09, 161.93255890359526, -77.38761593868648, 1086739200000, null, null, null, null, null, null, null, null, null]"
"[2004_06_10, 161.93255890359526, -77.38761593868648, 1086825600000, null, null, null, null, null, null, null, null, null]"
"[2004_06_11, 161.93255890359526, -77.38761593868648, 1086912000000, null, null, null, null, null, null, null, null, null]"
"[2004_06_12, 161.93255890359526, -77.38761593868648, 1086998400000, null, null, null, null, null, null, null, null, null]"
"[2004_06_13, 161.93255890359526, -77.38761593868648, 1087084800000, null, null, null, null, null, null, null, null, null]"
"[2004_06_14, 161.93255890359526, -77.38761593868648, 1087171200000, null, null, null, null, null, null, null, null, null]"
"[2004_06_15, 161.93255890359526, -77.38761593868648, 1087257600000, null, null, null, null, null, null, null, null, null]"
"[2004_06_16, 161.93255890359526, -77.38761593868648, 1087344000000, null, null, null, null, null, null, null, null, null]"
"[2004_06_17, 161.93255890359526, -77.38761593868648, 1087430400000, null, null, null, null, null, null, null, null, null]"
"[2004_06_18, 161.93255890359526, -77.38761593868648, 1087516800000, null, null, null, null, null, null, null, null, null]"
"[2004_06_19, 161.93255890359526, -77.38761593868648, 1087603200000, null, null, null, null, null, null, null, null, null]"
"[2004_06_20, 161.93255890359526, -77.38761593868648, 1087689600000, null, null, null, null, null, null, null, null, null]"
"[2004_06_21, 161.93255890359526, -77.38761593868648, 1087776000000, null, null, null, null, null, null, null, null, null]"
"[2004_06_22, 161.93255890359526, -77.38761593868648, 1087862400000, null, null, null, null, null, null, null, null, null]"
"[2004_06_23, 161.93255890359526, -77.38761593868648, 1087948800000, null, null, null, null, null, null, null, null, null]"
"[2004_06_24, 161.93255890359526, -77.38761593868648, 1088035200000, null, null, null, null, null, null, null, null, null]"
"[2004_06_25, 161.93255890359526, -77.38761593868648, 1088121600000, null, null, null, null, null, null, null, null, null]"
"[2004_06_26, 161.93255890359526, -77.38761593868648, 1088208000000, null, null, null, null, null, null, null, null, null]"
"[2004_06_27, 161.93255890359526, -77.38761593868648, 1088294400000, null, null, null, null, null, null, null, null, null]"
"[2004_06_28, 161.93255890359526, -77.38761593868648, 1088380800000, null, null, null, null, null, null, null, null, null]"
"[2004_06_29, 161.93255890359526, -77.38761593868648, 1088467200000, null, null, null, null, null, null, null, null, null]"
"[2004_06_30, 161.93255890359526, -77.38761593868648, 1088553600000, null, null, null, null, null, null, null, null, null]"
"[2004_07_01, 161.93255890359526, -77.38761593868648, 1088640000000, null, null, null, null, null, null, null, null, null]"
"[2004_07_02, 161.93255890359526, -77.38761593868648, 1088726400000, null, null, null, null, null, null, null, null, null]"
"[2004_07_03, 161.93255890359526, -77.38761593868648, 1088812800000, null, null, null, null, null, null, null, null, null]"
"[2004_07_04, 161.93255890359526, -77.38761593868648, 1088899200000, null, null, null, null, null, null, null, null, null]"
"[2004_07_05, 161.93255890359526, -77.38761593868648, 1088985600000, null, null, null, null, null, null, null, null, null]"
"[2004_07_06, 161.93255890359526, -77.38761593868648, 1089072000000, null, null, null, null, null, null, null, null, null]"
"[2004_07_07, 161.93255890359526, -77.38761593868648, 1089158400000, null, null, null, null, null, null, null, null, null]"
"[2004_07_08, 161.93255890359526, -77.38761593868648, 1089244800000, null, null, null, null, null, null, null, null, null]"
"[2004_07_09, 161.93255890359526, -77.38761593868648, 1089331200000, null, null, null, null, null, null, null, null, null]"
"[2004_07_10, 161.93255890359526, -77.38761593868648, 1089417600000, null, null, null, null, null, null, null, null, null]"
"[2004_07_11, 161.93255890359526, -77.38761593868648, 1089504000000, null, null, null, null, null, null, null, null, null]"
"[2004_07_12, 161.93255890359526, -77.38761593868648, 1089590400000, null, null, null, null, null, null, null, null, null]"
"[2004_07_13, 161.93255890359526, -77.38761593868648, 1089676800000, null, null, null, null, null, null, null, null, null]"
"[2004_07_14, 161.93255890359526, -77.38761593868648, 1089763200000, null, null, null, null, null, null, null, null, null]"
"[2004_07_15, 161.93255890359526, -77.38761593868648, 1089849600000, null, null, null, null, null, null, null, null, null]"
"[2004_07_16, 161.93255890359526, -77.38761593868648, 1089936000000, null, null, null, null, null, null, null, null, null]"
"[2004_07_17, 161.93255890359526, -77.38761593868648, 1090022400000, null, null, null, null, null, null, null, null, null]"
"[2004_07_18, 161.93255890359526, -77.38761593868648, 1090108800000, null, null, null, null, null, null, null, null, null]"
"[2004_07_19, 161.93255890359526, -77.38761593868648, 1090195200000, null, null, null, null, null, null, null, null, null]"
"[2004_07_20, 161.93255890359526, -77.38761593868648, 1090281600000, null, null, null, null, null, null, null, null, null]"
"[2004_07_21, 161.93255890359526, -77.38761593868648, 1090368000000, null, null, null, null, null, null, null, null, null]"
"[2004_07_22, 161.93255890359526, -77.38761593868648, 1090454400000, null, null, null, null, null, null, null, null, null]"
"[2004_07_23, 161.93255890359526, -77.38761593868648, 1090540800000, null, null, null, null, null, null, null, null, null]"
"[2004_07_24, 161.93255890359526, -77.38761593868648, 1090627200000, null, null, null, null, null, null, null, null, null]"
"[2004_07_25, 161.93255890359526, -77.38761593868648, 1090713600000, null, null, null, null, null, null, null, null, null]"
"[2004_07_26, 161.93255890359526, -77.38761593868648, 1090800000000, null, null, null, null, null, null, null, null, null]"
"[2004_07_27, 161.93255890359526, -77.38761593868648, 1090886400000, null, null, null, null, null, null, null, null, null]"
"[2004_07_28, 161.93255890359526, -77.38761593868648, 1090972800000, null, null, null, null, null, null, null, null, null]"
"[2004_07_29, 161.93255890359526, -77.38761593868648, 1091059200000, null, null, null, null, null, null, null, null, null]"
"[2004_07_30, 161.93255890359526, -77.38761593868648, 1091145600000, null, null, null, null, null, null, null, null, null]"
"[2004_07_31, 161.93255890359526, -77.38761593868648, 1091232000000, null, null, null, null, null, null, null, null, null]"
"[2004_08_01, 161.93255890359526, -77.38761593868648, 1091318400000, null, null, null, null, null, null, null, null, null]"
"[2004_08_02, 161.93255890359526, -77.38761593868648, 1091404800000, null, null, null, null, null, null, null, null, null]"
"[2004_08_03, 161.93255890359526, -77.38761593868648, 1091491200000, null, null, null, null, null, null, null, null, null]"
"[2004_08_04, 161.93255890359526, -77.38761593868648, 1091577600000, null, null, null, null, null, null, null, null, null]"
